FAKULTA_SP,ROK_NAR,STAT_OBCANSTVI,PSC_BYDL,PSC_CIZI,OBEC_BYDLISTE,OBEC_CIZI,STAT_BYDLISTE,NAZEV_S_SKOLY,STAT_S_SKOLY,ADRESA_S_SKOLY,CIS_OBORU,MATURITA,STRED_SKOLA_CIZI,STRED_SKOLA_CIZI_MISTO,STRED_SKOLA_CIZI_OBOR,VS_SKOLA,NAZEV_VS,STAT_VS,VS_ROK_ABSOL,ROK_PR,CISP_KOD,CZ_NAZEV,FORMA,TYP,PR_NAZEV,PR_OBOR,PR_KOMBINACE,SDRUZENE,KOLO_PRIHLASKY,skupina_oboru,stupen_vzdelani,OKRUH1,OKRUH2
PRF,1999.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2017,College of Technologies,Bila Tserkva,IT,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2020,VPU #33,Kyiv,kuchář,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2001.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2019,střední škola 48,Mykolaiv,všeobecná,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2019,střední škola 48,Mykolaiv,všeobecná,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ, SPŠ a SOŠ řemesel a služeb",Česká republika,"Strakonice, Zvolenská 934 , 38601",6441L51,2021,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,"Podnikání v oborech, odvětví",Úplné střední odborné vzdělání s odborným výcvikem a maturitou,,
PRF,2003.0,Ruská federace,0,352906,nevyplněno,Armavir,Ruská federace,Zahraniční školy-Ruská federace,Ruská federace,,,2021,střední škola všeobecně vzdělávací č 13,Armavir,všeobecně vzdělávací,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2003.0,Ruská federace,0,453837,nevyplněno,Sibay,Ruská federace,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Lyceum 9,Sibay,všeobecně-vzdělávací,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",,2020,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2005.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2022,Lyceum 4,Kremenchuk,vseobecna,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,1998.0,Česká republika,25789,,Heřmaničky,,Česká republika,Gymnázium,Česká republika,"Benešov, Husova 470 , 25601",7941K41,2017,,,,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2005.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2022,Irpinská specializovaná všeobečná-vzdělávací škola č.12,Irpin,škola lingvistiky,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2005.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2022,"Malynivskyj vzdělávací komplex ""PVI - Všeobecná vzdělávací škola I-III",Malynivka,Gymnázium,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2001.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Národní výzkumná Nižněnovgorodská státní univerzita N.I. Lobačevského,Nižnij Novgorod,Informační technologie,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",1820M01,2020,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",6843M01,2020,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,"Právo, právní a veřejnosprávní činnost",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,OA a jazyková škola s právem SJZ,Česká republika,"Ústí nad Labem, Pařížská 1670/15 , 40001",6341M02,2020,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2000.0,Česká republika,40505,,Děčín,,Česká republika,Střední zdravotnická škola,Česká republika,"Děčín, Čsl. mládeže 5/9 , 40502",7541M01,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,1999.0,Česká republika,43401,,Most,,Česká republika,Podkrušnohorské gymnázium,Česká republika,"Most, Čsl. armády 1530/29 , 43401",7941K41,2019,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,1999.0,Česká republika,41301,,Roudnice nad Labem,,Česká republika,VOŠ obalové techniky a SŠ,Česká republika,"Štětí, Kostelní 134 , 41108",1820M01,2019,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2000.0,Česká republika,35201,,Aš,,Česká republika,"Střední odborná škola Karlovy Vary,s.r.o",Česká republika,"Karlovy Vary, Konečná 908/21 , 36005",3941L01,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Speciální a interdisciplinární technické obory,Úplné střední odborné vzdělání s odborným výcvikem a maturitou,,
PRF,2001.0,Ruská federace,40001,,Ústí nad Labem,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2019,#7,Kirzhach,Žadný,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2001.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2019,Střední všeobecně-vzdělávací škola č.7,Kiržač,žadny,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,1998.0,Česká republika,41761,,Bystřany,,Česká republika,"Hotelová škola, Obchodní akademie a SPŠ",Česká republika,"Teplice, Benešovo náměstí 604/1 , 41501",1820M01,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,1998.0,Česká republika,40001,,Ústí nad Labem,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",7941K41,2017,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,1995.0,Republika Kazachstán,0,101400,nevyplněno,Temirtau,Republika Kazachstán,Zahraniční školy-Republika Kazachstán,Republika Kazachstán,,,2014,17,Temirtau,informatika,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,VOŠ obalové techniky a SŠ,Česká republika,"Štětí, Kostelní 134 , 41108",1820M01,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2000.0,Česká republika,40505,,Děčín,,Česká republika,"VOŠ a SPŠ, příspěvková organizace",Česká republika,"Varnsdorf 5, Mariánská 1100 , 40747",1820M01,2020,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2001.0,Česká republika,41501,,Teplice,,Česká republika,Gymnázium a Střední průmyslová škola,Česká republika,"Duchcov, Masarykova 909/12 , 41901",3647M01,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,"Stavebnictví, geodézie a kartografie",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,gymnázia,Česká republika,,7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2004.0,Ukrajina,0,40016,nevyplněno,Sumy,Ukrajina,Zahraniční školy-Ukrajina,Ukrajina,,,2021,6,Sumy,Secondary School,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2001.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2020,Gymnasium Cizích Jazyků,Uchta,Cizí jazyky: angličtina,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ a SPŠ, příspěvková organizace",Česká republika,"Varnsdorf 5, Mariánská 1100 , 40747",1820M01,2021,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,1999.0,Česká republika,76701,,Kroměříž,,Česká republika,SOŠ,Česká republika,,6341M02,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Ruská federace,0,660132,nevyplněno,Krasnojarsk,Ruská federace,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Střední škola č. 156,Krasnojarsk,Gymnázium,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,VOŠ obalové techniky a SŠ,Česká republika,"Štětí, Kostelní 134 , 41108",,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a Střední průmyslová škola,Česká republika,"Duchcov, Masarykova 909/12 , 41901",7941K801,2021,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2001.0,Česká republika,43542,,Litvínov,,Česká republika,Gymnázium T. G. Masaryka,Česká republika,"Litvínov, Studentská 640 , 43601",7941K81,2021,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2002.0,Česká republika,40002,,Velké Březno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2647N16,2021,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,"Elektrotechnika, telekomunikační a výpočetní technika",Vyšší odborné vzdělání,,
PRF,2001.0,Česká republika,44001,,Louny,,Česká republika,VOŠ obalové techniky a SŠ,Česká republika,"Štětí, Kostelní 134 , 41108",1820M01,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K401,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,1997.0,Česká republika,43401,,Most,,Česká republika,"SOŠ podnikatelská, s.r.o.",Česká republika,"Most, Topolová 584 , 43401",6341M015,2017,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2001.0,Česká republika,40334,,Velké Chvojno,,Česká republika,SOŠ,Česká republika,,6341M02,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,"Biskupské gymnázium, ZŠ a MŠ Bohosudov",Česká republika,"Krupka, Koněvova 100 , 41742",7941K81,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,SUPŠ keramická a sklářská K. Vary,Česká republika,"Karlovy Vary, nám. 17. listopadu 710/12 , 36005",8241M12,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Umění a užité umění,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,"SPŠ, příspěvková organizace",Česká republika,"Česká Lípa, Havlíčkova 426/5 , 47001",1820M01,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2001.0,Ruská federace,0,620028,nevyplněno,Ekaterinburg,Ruská federace,Zahraniční školy-Ruská federace,Ruská federace,,,2019,Střední škola číslo 63,Ekaterinburg,Střední škola se zaměřením na výuku cizích jazyků,VYSOKÉ UCENÍ TECHNICKÉ V BRNE,VYSOKÉ UCENÍ TECHNICKÉ V BRNE,Česká republika,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Republika Kazachstán,0,,nevyplněno,,Česká republika,Zahraniční školy-Uzbecká republika,Republika Uzbekistán,,,2020,Evrika,Tashkent,bežný,Kazakhstan International Linguistic College,,,2020.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,1997.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Kolín, Žižkova 162 , 28002",7941K41,2016,,,,UNIVERZITA  HRADEC KRÁLOVÉ,UNIVERZITA  HRADEC KRÁLOVÉ,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,VOŠ ekon. a zdravotnická a Střední škola,Česká republika,"Boskovice, Hybešova 982/53 , 68001",1820M01,2021,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2001.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2018,Lyceum named F. Potushnyak,Berehove,Mathematic,National University of Kyiv-Mohyla Academy,National University of Kyiv-Mohyla Academy,Ukrajina,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2004.0,Ruská federace,0,457105,nevyplněno,Troitsk,Ruská federace,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Gymnázium č. 23,Troitsk,všeobecně-vzdělávací,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2020,Univerzitní lyceum,Petrozavodsk,Matematika,Petrozavodská Státní Univerzita,,,2021.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2004.0,Republika Kazachstán,0,,nevyplněno,,Česká republika,Zahraniční školy-Republika Kazachstán,Republika Kazachstán,,,2021,Maktaaral N5,Atakent,všeobecně-vzdělávací,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2003.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2020,Liceum 126,Petrohrad,všeobecně-vzdělavácí,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,1998.0,Ruská federace,0,,nevyplněno,,Česká republika,"Obchodní akademie ELDO, o.p.s.",Česká republika,"Brno, Střední 552/59 , 60200",7842M02,2020,,,,VYSOKÉ UCENÍ TECHNICKÉ V BRNE,VYSOKÉ UCENÍ TECHNICKÉ V BRNE,Česká republika,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Stoličny-KIT,Moskva,-,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2003.0,Česká republika,43542,,Litvínov,,Česká republika,Gymnázium a Střední průmyslová škola,Česká republika,"Duchcov, Masarykova 909/12 , 41901",7941K81,2022,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2003.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Gymnázium č.2,Ramenskoe,Všeobecná,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,43158,,Místo,,Česká republika,"Střední škola EDUCHEM, a.s.",Česká republika,"Meziboří, Okružní 128 , 43513",1820M01,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Praha 5 - Smíchov, Na Zatlance 1330/11 , 15000",7941K41,2019,,,,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,Česká republika,2022.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2002.0,Republika Kazachstán,0,,nevyplněno,,Česká republika,Zahraniční školy-Republika Kazachstán,Republika Kazachstán,,,2020,Škola-Lyceum 28,Nur-Sultan,všeobecné-vzdělávací,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,"Střední škola EDUCHEM, a.s.",Česká republika,"Meziboří, Okružní 128 , 43513",1820M01,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2020,Proton,Moskva,všeobecná,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2003.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Střední škola č.120,Kazan,Všeobecná,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,SŠ elektrotechniky a strojírenství,Česká republika,"Praha 10 - Záběhlice, Jesenická 3067/1 , 10600",2641L01,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,"Elektrotechnika, telekomunikační a výpočetní technika",Úplné střední odborné vzdělání s odborným výcvikem a maturitou,,
PRF,2004.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2021,Khersonský fachový sportovní college,Kherson,bez oboru,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2004.0,Ruská federace,0,450075,nevyplněno,Ufa,Ruská federace,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Lyceum 155,Ufa,Všeobecná škola,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,2641M01,2021,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,"Elektrotechnika, telekomunikační a výpočetní technika",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,Střední škola Klíč s.r.o.,Česká republika,"Česká Lípa, Pražská 3061 , 47001",6341M01,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2004.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2022,Střední všeobecně vzdělávací škola č. 42,Krasnodar,Gymnazium,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,41115,,Třebívlice,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",1820M01,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2020,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2002.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Lyceum 2,Murmansk,všeobecně-vzdělávací,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,Střední škola Klíč s.r.o.,Česká republika,"Česká Lípa, Pražská 3061 , 47001",6341M01,2022,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Střední škola 23,Ekaterinburg,Všeobecně,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,gymnázia,Česká republika,,7941K61,2022,,,,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2005.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2022,"Malynivskij vzdělávací komplex ""PVI - Střední škola I-III stupňů""",Malyn,Gymnázium,,,,,2022,B0613P140005,Aplikovaná informatika,P,B,,,,,2,,,,
PRF,1998.0,Česká republika,40722,,Benešov nad Ploučnicí,,Česká republika,ZŠ T. G. Masaryka a gymnázium,Česká republika,"Česká Kamenice, Palackého 535 , 40721",7941K81,2018,,,,UNIVERZITA JANA EVANGELISTY PURKYNE V USTI NAD LABEM,UNIVERZITA JANA EVANGELISTY PURKYNE V USTI NAD LABEM,Česká republika,2021.0,2022,N0114A300113,Učitelství biologie pro střední školy,P,N,BI AJ,,BIAJ SŠ,ANO,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),BI,AJ
PRF,2000.0,Česká republika,40003,,Ústí nad Labem,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,N0114A300113,Učitelství biologie pro střední školy,P,N,BI GEO,,BIGEO SŠ,ANO,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),BI,GEO
